review,stars
" 믹싱할때 믹싱볼 끝부분이 날카로워서 씻을때 손이 많이 베였어요
나중엔 그거 사용하기 싫어서 안했구요
맛은 맛나요 그런데 씹히는 입자가 없으면 더 좋았을것같아요",1
" 다이어트 하려고 샀는데 한잔타먹어보니
완전 설탕이고 딸기우유보다 더달고 훨씬배불러서 더살찔거 같아요 돈주고샀는데 버리긴
아깝고 중고라도 팔아야죠..도대체 이제품이
왜 다이어트 식품인지 모르겠네요",1
" 맛도 텁텁하고 성분 찜찜해서 더 잘 먹지않게 됩니다만 인터넷 레시피로는 케이크가 된다니 그걸로 만들어보려고요~
사은품 핑크박스만 득템했네요~",1
 솔직히 쉐이크 치고 맛없구 칼로리가 낮은 편도 아니더라고요 당도 꽤 있구 ㅜ ㅜ 비추천입니다 한통만 사서 먹어보고 대량구매하세요 흑,1
" 맛이 정말 이상합니다.. 리뷰보고 엄청 왕창 시켰는데, 어떻게 처리할지 큰일이네요 ㅜㅜ 식욕이 뚝 떨어져서 살 빠질것 같아요",1
 택배와서 열자마자 상자에 있는 머리카락… 사람이 하는 일이라 어쩔수 없지만 기분이 썩 좋진않네요 신경좀 써주세요.,1
" 상품평만보고주문했는데
맛은느끼하고
성분도 좋아보이지않고
포만감도없어요
걍그린티라떼사먹는거랑 뭐가다른지",1
 맛이 진짜 없음 ㅜㅜ 쉐이크 역한 콩맛 시러하시는 분들 비추천이에요 저도 한번 먹고 중고로 팔려구요 헣,1
 기존 고객인데 양아치스러운 이벤트 진행으로 인해 다시는 구매 안할예정. 여기가 좀 유명한 곳이었으면 이슈 됐을텐데 아니라서 안타까움. 다시는 고객기만하지 말았으면함.,1
 초코맛 쉐이크 여는데 안에 밀봉되어 있어야 하는 부분이 열려있었어요. 내용물 상태는 괜찮아서 먹었는데 받는 입장에서 기분이 좀 찝찝하네요.,1
 단백질.함량도 높지않고 너무 달아요 다이어트 식품은 아닌듯합니다. 이거먹고 살뺀분들은 진짜 이것만 드셨거나 뻥 같아요,1
" 한달 사용한 결과 아침 저녁으로 먹고 점심은 다이어트 도시락 먹고 운동까지했는데 다른 분들은 운동은 안해도 많이 빠졌다해서 기대했는데 구매했는데 2키로 좀 안되게 빠졌네요...
맛이랑 먹기는 편해요!!",1
 한 종류를 먹을 때마다 온 가족이 설사를 해서 확인 부탁한다 했더니 몇주째 응답이 없네요. 그냥 팔면 끝인거였나요 ㅋㅋㅋ,1
 구매한 다음날 바로2+1 행사하더라구요~~~하루차이인데~ 그래서 문의했는데 답변도 안해주심,1
 ㅋㅋㅋ상품 오는날 손님이 와서 그냥 받아두고 안뜯어보고 구매확정 누르고 오늘 상품 뜯어봤는데... 쉐이크는 안들어있고... 물통이랑 스푼만 들어있네요... 이게 무슨일인가여???,1
" 제 입맛엔 너무 달고 별로에요 손이 잘 안가는 맛..
남은게 아까워서 이따금씩 먹고 있어요",1
 딸기가 너무 맛이 없네요 안에 있는 딸기건조칩이 눅눅해지면서 먹기가 싫어지는...이럴줄 모르고 두통이나 시켰는데....난감합니다.......,1
 맛도괜찮고 먹기는 편한데 아침 저녁 쉐이크 먹고 점심 다이어트 도시락 먹고 운동까지 했는데 살 1키로도 안빠졋네요 이주 아침 저녁으로 먹은게 너무 후회되네요,1
" 전혀 다이어트에 도움이 안되요.
먹어도 배고파요. 포만감 1도 없음.
엄청달아요.",1
" 잘 먹고 있었는데 머리카락 이물질이 나왔어요...
남은거 다 버렸습니다",1
 초콜릿맛 꽤 기대하고 샀는데 초콜릿칩에서 이상한 맛이 나네요.... 초코맛도 아니고 약간 화학약품같은 화하고 시큼한 맛이 나서... 앞으로 먹을 때 칩은 빼고 먹을 듯 해요,1
 유통기한이 쫌 넉넉하면 좋겠는데 작년 초에 구매한것과 똑같은 유통기한 날짜로온점이 별로네요..텀을 두고 산이유가 없는더같아요,1
 좀더 요거트의 상큼한 맛이 더해졌음 좋겠어요~ 맛중에 제일 맛이 없어서 제 개인 취향은 아니네요,1
" 전 이거먹고..가려워서...
한두번먹고는...처치곤란입니다.
입맛엔 맞는데..
가려움이 심해서 일상생활이 어려웠답니다.ㅠㅜ
안맞는사람도 있으니..ㅠㅜ참고요",1
" 총 3가지 다른색 보틀로 정했어요
갑자기 그냥 너무 살찐거 같아서ㅜ
즉흥적으로 구매했어요
근데 맛은 너무 심심해요
안타까워요",1
 난 분명 딸기맛으로 주문했는데 말차맛이 왔다. 짜증난다,1
 유투브에서 맛도 좋고 살도 빠진다해서 샀는데 한번먹고 장염걸려서 설사해서 안먹고 쳐박아 놨네요 성분이 어떤지 궁금하네요,1
 일단 생각보다 맛이없고 사은품으로 준 병 깨진채로 옴,1
" 타제품 먹다리뷰많아서 구매했는데
맛도 퀄도별로네요",1
" 다녹은요맘때 맛 똑같음
너무달아서 먹다버리게됨..",1
 18일주문했고 24일도착.해외배송이냐고... 선주문받고 물건 만드는듯.그럼에도 딜떠서 계속주문받고..요즘판매자들 왜이러는지 물건도없음서 돈먼저받고.,1
 박스보이시져 ㅋ 터지고 뜯기고 ㅋㅋ 어이가없다,1
 맛은 좋아요 통이 깨진게 와서 우류를 썻있네요,1
 포만감 제로 먹던 단백질를 잠시 뒤로하고 하도 핫해서 사？는데 포만감없어요 친구 다줘버리고 먹던걸루 다시갈아탓네요,1
 처음 주문해 봤어요 광고해서 먹어볼께요,1
 먹긴했는데 살은 거의변화없고..달아요,1
 이거먹고 더 살찜 한통다먹엇는데 ㅜㅜ,1
" 건조딸기랑 안어울리고 맛도 없어요,,",1
 후기 말대로 초코맛은 진심 맛없네요,1
 1도 안빠지네요. 두통이나 먹었는데..,1
 너무달고 뭔가 더 허기지는 느낌;;;;;,1
 한번 먹었는데 맛없어서 안먹어용..,1
 맛있다고해서 4통샀는데 다 맛없음,1
" 잘안먹게되요ㅠ
제탓이지만..",1
 맛있다해서 샀는데 맛없어요,1
 불량식품 물에 녹여먹는 맛.,1
 3가지 샀는데 아쉬워요 뭔가,1
" 먹을때마다 배가아프네요
타제품에비해 맛도질도별로인거같네요",1
 뒷 맛이 합성 미원 맛 나요,1
 그저그래요 맛있긴했어요,1
 유행인것같아요 맛없어요,1
 너무 달아요...악 심해요..,1
 우유랑잘섞어지지도않고,1
 달아요 말차는 좀 덜한듯,1
 맛이너무 없어요 역해요,1
 못.. 먹겟스요... ㅠ,1
 그냥 그래요..ㅠㅠ,1
 맛도 좋고 다좋은데요 cj택배사네요 다시는 이용할일 없겠네요,1
 딸기맛 진짜 맛없어요 허벌라@프 쿠키먹다 시켯는데 쿠키가 훨맛남,1
 너어어어무 맛없음 ㅜㅜ 쉐이크 진짜 10종은 먹어봣는데 맛없어요 당근으로 팔 예정,1
 음.. 너무 달고 생각보다 칼로리가 높아요. 다이어트용으로 이거 먹을바엔 서울우유 딸기맛 먹는게 나아요. 서울우유 300미리 칼로리가 200이니까 그게 더 맛있음,1
 달아요 생각보다 많이 달아서 전당뇨 있으신분은 피하세요,1
 박스 보이시죠!!! 다터져서 옵니다!! 뽁뽁이도 안하고 ㅋㅋㅋ,1
 사고나니 보틀 무료 행사 해서 아쉬워요 ㅠㅠ 대부분 이러면 주문 취소 하고 다시 주문하는데 카드 결제 실적땜에 그냥 주문했는데 사은품1도 없고 박하네요,1
 단맛이 하나도 없는 아몬드 브리즈에 타도 너무 달아서 불편함. 기분 좋은 단맛이 아님,1
 성분표시를 왜.. 단백질이 많은것처럼 적어두셨는지... 성분표시는 함량이 많은 순서대로 표기하시는것이 맞습니다...,1
 너무달아서 쓰다고느껴질정도로 달아요,1
 택배 받고 열었을때 커서 놀랐어요 배송 많이 느림,1
 너무달아요 달아도너무달아요다이어트제품이라기에 샀는데 완전널탕덩어리 미숫가루예요,1
" 민초단인데도 민트맛이 너무 맛이 없네요ㅜㅜ
베*의 민트초코맛 생각하시면 절대 안됩니다.
반품하고 싶은 맛이예요ㅠㅠ",1
 먹지도 못하고 두고 있어요 ㅠㅠㅠ,1
 원래 .. 반만 들어 있는게 맞나요…!;;;;;? 통에 비해 양이 너무 적어요ㅠㅠㅠ이건 양이 넘 적은거 아닌가요ㅠㅠㅠ,1
 맛이없어요.. 단백질과 별개로 맛이 너뮤 없어요. 하.... 속았다,1
 효과가 없어요 포장이고 맛이고머고 효과가 없어열,1
" 우선 살면서 단백질 쉐이크를 처음 사보았음.
당뇨가 있어 관리하고 살았는데 너무도 좋은 수치를
유지하다 40대가 넘으니 튼실한 종아리와 허벅지로도 공복혈당이 안잡혀 6월부터 다이어트시작함.
먹는걸 줄이고 운동을 빡시게 해서 점차 빠지고
있는도중,너무 빡센 운동탓인지 무릎손상으로...
병원시술까지 받고 당분간 ""운동금지""라는
청천벽력 처방을받고 누워서만 하는 복근& 근력
운동을 하고 있었으나,도저히 썽에 차질않음ㅠㅠ
땀이 비오듯 쏟아지고 호흡을 할수조차 없이,,,,
빡센 근력+유산소+복근 운동으로 이미 나는 적응돼있던거임...그러다 살짝살짝 운동을하니 또 무릎이!
결국 하루 만보걷기를 하며 단백질 쉐이크를 먹어보자!!!몇날 몇일을 검색끝에 이 제품이 리뷰도 많고
내돈내산?글들이 나름 진솔되게 적혀있는거 같아서
딸기&초코&오곡?인지 인절미인지 무튼 3종류와
보틀을 받음,시간이 없어서 딸기한종류 딱 한번 먹어봄!다른맛은 먹기전이라 모르겠고 딸기맛은 우선
달겠다!!!였음,
아몬드브리즈 180ml인가?무튼 거기에 두스쿱넣고
쉐킷하는데 벌써 질질 새어나오길래 입으로 막음...

총평;보틀은 색만 이쁨^^ 내구성 전혀없고 오래못씀.
딸기맛은 가루 냄새 맡았을때 우와~~!!!였는데
많이 달은 엄청 달디단 딸기우유 같음.
(아몬드브리즈 작은거2팩에 2스쿱이면 될듯)
참고로 나는 당이 있는데 이걸 저녁에 먹어도
되는지 문의조차 안하고 지른지라,이걸먹고 잘경우
담날 공복혈당체크를 필히 해봐야하며,
!
무튼 초코와 오곡?까지 다먹으려면 좀걸릴듯 싶음.
샀으니
ㅠㅠ",3
 체중조절을 위해 구입했는데 생각보다 양이 많네요;;첨엔 딸기만 하나 사고 싶었으나 딸기단품은 품절이고 세트구성엔 있기에 초콜릿이랑 샀는데 이게 신의한수 였던듯. 대부분 딸기후기가 많아 딸기가 맛있는줄 알았는데 제입맛엔 아니네요. 저에겐 단쉐 특유의 느끼함이 있어 온전한 딸기우유맛을 느끼기 어려웠어요. 안그래도 인조딸기향인데 느끼함까지 콜라보로 마시기 힘든ㅠㅜ딸기에 좌절하고 초콜릿도 그럴까 싶어 두려웠는데 초코는 완전 초코우유네요??!! 느끼함을 거의 못 느끼며 아주 잘 마셨습니다. 다만 초코는 카카오칩? 이 발목을 잡네요. 이거 맛이 막걸리 발효를 칩으로 만든듯한 엄청난 술맛? 이에요. 초딩입맛인 저에겐 너무 불호여서 빨대로만 마시며 초코칩은 걸러야겠어요. 초딩입맛&단쉐 초보자분들은 초코를 기본으로 사세요!! 칩이 걸리지만 하나 타먹을때 많이 들어가지 않으니 대충 걸러먹으면 돼요. 초코맛은 배신하지 않습니다!그나저나 딸기는 어떻게 먹어야할지 고민이네요ㅠㅠ,3
" 박스 뜯고 통을 들어올리는데 손에 뭔가 서걱서걱 했어요. 뭐지 싶어서 뚜껑을 돌리니까 뚜껑도 제대로 안 닫혀있는데다 가루 갈리는 소리랑 같이 열리데요. 보니까 밀봉씰 주변으로 가루가 다 튀어나와 있었어요. 봉인씰은 사진처럼 살짝 들려있는 곳부터해서 전체적으로 제대로 봉인이 안 되어 있었습니다. 특히 들려있는 저부분은 누가 손으로 든 것처럼 보여서 상당히 기분이 나빴습니다. 살짝 뜯으니 예전처럼 튼튼하게 붙어있는 게 아니라 투두둑 뜯어지네요.
작년에 스트레스로 먹는족족 토해서 궁여지책으로 선택한 쉐이크가 헬로잇츠 쉐이크 시즌1이었어요. 맛있어서 2+1짜리 두번 사먹고 칭구랑 공구해서 분홍색 통만 벌써 8개나 모였습니다. 이번에 다이어트 하면서 입 심심할 때 한통 타서 조금씩 먹으려고 단백질 많은 거 비싼거 주문해봤습니다. 오랫동안 믿었으니 당연히 신뢰했습니다.
그런데 포장이 이딴식으로 된 걸 받으니 참 . 사실 변질되었을까 싶어서 반품해버리고 싶었습니다. 근데 톡톡으로 문의하려니 상담시간이 아니네요. 가루 찍어먹어보니 달짝지근하니 맛있길래 그냥 탈나면 그런가보다 하려고 그냥 다 소분해버렸습니다. 뭐 어차피 소분하는동안 공기랑 다 접촉할거고 그게 그거일 테니까요.
신뢰하며 먹어왔던 제품이 불량으로 왔을 때, ? 단순히 포장불량이라고 하기에는 이 제품은 밀봉이 생명인 식품입니다. 외부의 이물질이 들어가지 않아야 하고, 공기와 접촉해 변질되지 않아야 합니다. 저보다 더 잘 아실 분들이 왜 불량검수를 이렇게 하시는지 모르겠습니다. 부디, 다음 주문에는 이런 일이 없기를 바랍니다.

* . 우유가 없어 그냥 . 물에 타먹어도 이정돈데 우유에 타먹으면 얼마나 맛있을까... 기대됩니다.",3
" 결론적으로 말하자면 정말 솔직하게 맛없어요.
저는 점핑운동 하는 곳에서 먹으라는 허벌라이프 쉐이크가 비싸고 다단계라 맘에 안들어서 다른거 찾아보는 중인데,
거기서 맛본 딸기맛보다 쉐이커보틀이 따로 필요 없을정도로 물에 훨씬 잘 녹지만, 맛이 없어요.
저는 단백질쉐이크는 전부 물에 태워 먹거든요.
물 180ml + 2스푼 저녁대신 방금 먹었는데, 냄새도 맛도 딸기가 아닌거 같아요.
후기도 하나같이 다 좋고, 국산딸기라는거 보고 2통이나 구매했는데 어떡하나 싶어요.

[우유 200ml + 딸기맛 2스푼 후기]
. 포만감도 훨씬 오래가네요.
그렇지만 ㅠ
다른건 물에 타먹지만, 얘만 우유에 먹어야 하니..
.(허벌 홍보 절대 아님, 대체 쉐이크 찾는 중, 단백질쉐이크 딸기맛은 유일하게 허벌꺼만 먹어봄)",3
" 장점이자 단점 ㅋㅋㅋ너무 맛있어서 많이 마실까 걱정됩니다 ㅋㅋㅋ흰 우유에 몇번 흔드니까 잘 섞였어요. 다이어트아침에 딱이요!피쉬콜라겐이 함유 되있으니, 부작용만 없다면 꾸준히 먹고 싶네요! 품질 보증 과 가격 인상만 하지 말아주세요! 단점 : 가격딸기/말차 2가지맛 + 보틀 해서 SKT할인 5천원 할인 받고해서 5만원 주고 샀는데 지금 이렇게 구매하면 47000원 이네요? 스벅 임티 까지 주시고요!후기 쓰러 왔다 알게 되었습니다.좋은 제품이라 꾸준히 마시려고 봤는데 기분이 딱나빠요. 제품이 좋아도 외면 하고 싶어집니다.+어제 받아 오늘 마셨는데…산지 얼마 안됐는데… 스벅임티까지 주시고… 3천원 더 저렴하고…공격적 마케팅 중요하죠. 신규 고객 유입시켜야 하니까요. 그렇지만 먼저 소비한 고객을 꾸준히 ‘유지’시키는 건 안 중요하신가요?ㅠㅠㅠㅠ 하루 이틀 장사 하실 것도 아니고, 어떻게 보면 먹는 장사인데,롱런 하려면 충성고객을 배양하고, 자발적으로 소문 나게 해야하지 않을까요? 그게 더 좋은 방향이 아닐까요?뭣도 모르지만, 개선 되어야 한다는 봤네요.+전 충성 고객일 확률이 높은데, 가격이 매일 다르니 솔직히 의심을 안 할 수가 없네요.+11절 했을땐 사지마세요. 그땐 SKT할인은 3천원입니다. 이건 뭐 11번가 정책 이겠지만 호갱 되지 맙시다 ㅠ",3
" 초콜릿맛과 녹차맛을 처음 구매해서 먹어봤습니다. 단백질 셰이크를 먹어보는 게 아예 처음이라 다른 브랜드랑 맛비교는 안 되네요. 용량대로 먹으면 굉장히 묽기 때문에 카페에서 먹는 그런 음료맛은 기대하시면 안 되고요. 편의점에 파는 초코우유, 녹차우유 정도의 맛은 납니다. 저는 무가당 아몬드 브리즈에 항상 섞어먹는데 조합이 괜찮습니다. 근데 가격이 너무 비싸네요. 가족이 다른 유명 브랜드 단백질 셰이크 먹는데 셰이크베이비가 1.5배정도 비싸더라고요. 2통 구매했는데 스푼은 하나만 주고 비싼 것에 비해서는 서비스가 별로네요. 통마다 스푼 하나씩 넣어먹으면 좋을텐데 쓸 때마다 씻고 말려야한다는 게 번거롭네요. 가격 대비 만족도가 떨어져 재구매할지는 의문입니다.",3
" 다행히 문제없이 상품은 잘 도착했어요.
배대지 이용해서 다시 발송해야 해서 먹어보지는 못했지만 이번 신제품으로 나온 민초를 주문 해봤어요. 솔직히 민초파는 아니어서 좀 걱정되지만 ㅋㅋ 다른제품들 대부분 맛나다해서 살짝 기대해보며 주문해봤어요.
불앙해서 하나만 사려다 두개이상 주문 추가적으로 조금 도 할인된다해서 구매했는데 할인받은것 보다 해외배송비가 더 나올듯 해서 좀 웃픈현실이지만 헬로잇츠로 믓나게 다욧 해볼려고 큰맘먹고 질렀습니다.
제발 맛있었으면 좋겠어요~~^^
유통기한은 쉐이크류는 넉넉해서 넉넉한걸 보내주셔서 안심됩니다. 사은품으로 주신건 쉐이크에 비해 짧아서 도착하자마자 후다닥 먹어야 될듯해요
해외에 있다보니 결제하는게 쉽자않아 고민하다 쉐이크 2+1 행사 놓쳐서 ㅠㅠ .
큐텐이란 사이트에서 배송료 포함이라 해도 가격이 너무 비싸고 쉐이크 텀블러도 따로 구매해야해서 솔직히 좀 그래서 몇달을 고민하다 한국 구매 배대지 이용해서 받기로 결정해서 주문했는데 쉐이크 덕좀 볼수 있길 바랍니다~ 해외사이트 판매상품도 한국처럼 좋은기회가 생겼으면 하는 바람입니다.",3
" 가족이 먹던 타브랜드 제품이랑 비교해보니 이게 단백질 함량은 적고 오히려 포화지방은 높은 편이에요. 식사 대용이라기 보다는 밥을 굶으면 배고프니 배고프지 않을 정도로만 적는 음료라고 생각하시면 될 것 같아요. 예쁜 패키지에 끌렸는데 막상 사고 나서 찬찬히 살펴보고, 타 브랜드랑 비교해보니 가격대비 그만한 가치가 있는지는 의문입니다. 주로 먹는 셰이크를 따로 구비해두고, 질릴 때마다 가끔씩 먹는 걸로 먹으면 좋을 것 같습니다. 그리고 계량해서 먹는 걸 권장해놓고 스푼을 2통에 하나씩 주는 건 별로네요. 셰이크통보다 스푼이 더 필요할 것 같습니다.",3
" 처음에 뚜껑 열거나 두고두고 먹을 때마다 가루 쩐내가 납니다(미숫가루 오래되면 나는 냄새) 너무 달아서 다이어트가 되는지는 의문인데 상세보기에 나와있는대로 타먹으면 너무 달고 다이어트용으로는 살도 안빠질꺼에요
팁을 드리자면 저는 매일 아침을 못 먹고 출근해서 쉐이크를 타가지고 가는데 우유 100ml에 반스푼만 넣고 배고플 때 한번에 다 마시는게 아니라 배고플 때마다 홀짝 한모금씩 마십니다 한모금에 포만감 30분정도 가는거 같아요ㅎㅎ 아침은 쉐이크 점심은 허접하게 때우니 살이 빠지긴 빠지네용
딸기 맛 주문했는데 음...엄청 맛있진 않아여",3
